Team,Player_ID,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
Atlanta Hawks,1630235.0,16.8,1.8,4.8,0.3556,0.4,2.0,0.15,2.2,2.2,0.6,1.8,1.8,3.6,1.6,0.8,0.0,1.6,1.6,6.2
Atlanta Hawks,1627749.0,31.8,6.4,15.0,0.422,0.4,2.0,0.2,1.0,1.8,0.35,1.2,6.2,7.4,6.0,1.2,0.2,0.8,1.4,14.2
Atlanta Hawks,201988.0,23.0,3.4,8.8,0.36879999999999996,2.6,6.6,0.3598,1.4,1.4,0.4,0.0,1.0,1.0,2.4,0.2,0.0,1.6,1.4,10.8
Atlanta Hawks,1629027.0,30.2,8.6,17.8,0.4678,1.2,5.8,0.2118,7.0,7.2,0.95,0.2,4.0,4.2,8.8,0.4,0.2,3.6,1.0,25.4
Atlanta Hawks,1629631.0,19.8,2.4,7.6,0.31579999999999997,0.2,2.6,0.0666,1.8,2.4,0.45,0.2,2.4,2.6,0.8,0.4,0.6,0.8,2.4,6.8
Atlanta Hawks,203992.0,33.0,8.4,14.6,0.5820000000000001,5.0,9.0,0.5641999999999999,1.4,1.4,0.4,0.4,2.2,2.6,4.0,2.0,0.6,1.0,2.4,23.2
Atlanta Hawks,203991.0,28.8,6.0,9.8,0.6364,0.0,0.0,0.0,1.8,3.0,0.45339999999999997,4.4,8.8,13.2,0.2,0.6,1.6,1.4,2.2,13.8
Atlanta Hawks,1630168.0,14.8,3.6,5.4,0.5631999999999999,0.0,0.0,0.0,0.8,1.6,0.4666,2.8,2.8,5.6,1.0,0.4,0.8,1.0,1.4,8.0
Atlanta Hawks,1628981.0,8.6,1.2,3.2,0.38,0.0,0.0,0.0,0.6,0.8,0.3,0.6,2.2,2.8,0.2,0.4,0.0,0.4,0.6,3.0
Atlanta Hawks,1629726.0,12.0,0.8,2.8,0.2166,0.8,2.8,0.2166,0.6,0.8,0.15,0.0,0.8,0.8,0.0,0.2,0.2,0.2,1.6,3.0
Atlanta Hawks,202083.0,20.8,2.2,4.6,0.4058,1.4,3.4,0.36,0.8,0.8,0.4,0.8,1.6,2.4,1.0,1.0,0.2,0.6,1.0,6.6
Atlanta Hawks,1630180.0,35.6,6.2,15.8,0.41059999999999997,3.4,9.4,0.3684,2.4,3.4,0.6434,0.4,5.0,5.4,1.6,0.6,0.6,1.6,1.8,18.2
Boston Celtics,1628369.0,35.4,9.0,19.8,0.4526,2.4,7.6,0.2978,4.8,6.0,0.8,1.0,6.6,7.6,3.6,1.4,1.0,2.8,2.4,25.2
Boston Celtics,201950.0,33.6,7.4,15.4,0.48599999999999993,1.8,5.2,0.3188,2.4,2.6,0.76,1.2,2.6,3.8,8.0,1.0,1.2,1.4,1.0,19.0
Boston Celtics,1627759.0,37.8,9.0,23.4,0.38199999999999995,3.6,10.4,0.3264,4.4,5.2,0.8366,1.6,6.8,8.4,3.0,1.6,0.6,2.8,2.8,26.0
Boston Celtics,204001.0,26.4,6.6,13.0,0.5147999999999999,2.2,3.8,0.6266,2.2,2.4,0.5714,1.4,3.8,5.2,1.0,0.4,0.2,0.0,2.4,17.6
Boston Celtics,1628401.0,30.2,6.4,13.8,0.45759999999999995,2.8,7.8,0.309,3.4,4.0,0.8,0.8,3.8,4.6,4.6,0.8,0.8,0.6,1.4,19.0
Boston Celtics,1630202.0,19.2,2.8,8.6,0.3336,2.0,5.6,0.3246,0.2,0.4,0.1,0.4,3.4,3.8,2.2,1.0,0.0,0.4,1.2,7.8
Boston Celtics,1629052.0,29.2,4.0,8.8,0.46560000000000007,2.2,5.0,0.45,2.8,3.8,0.7333999999999999,1.6,3.4,5.0,1.6,1.2,0.6,0.2,1.8,13.0
Boston Celtics,1628436.0,17.8,2.4,5.4,0.4506,0.2,2.2,0.1,0.0,0.0,0.0,0.8,2.6,3.4,1.0,0.4,2.2,0.2,1.2,5.0
Boston Celtics,201143.0,26.8,5.8,12.0,0.5008,1.8,4.6,0.3666,0.8,0.8,0.4,1.6,4.8,6.4,2.2,0.8,1.4,0.6,1.8,14.2
Boston Celtics,1629004.0,23.2,6.0,13.6,0.43499999999999994,2.0,6.2,0.31999999999999995,0.2,0.4,0.1,0.2,2.2,2.4,2.4,1.6,0.2,1.2,1.6,14.2
Boston Celtics,1630205.0,7.8,0.6,1.0,0.33340000000000003,0.0,0.0,0.0,0.4,0.6,0.2,0.2,0.6,0.8,0.2,0.2,0.2,0.8,1.4,1.6
Cleveland Cavaliers,1629622.0,15.2,2.6,5.8,0.496,1.4,4.4,0.42140000000000005,1.0,1.2,0.35,0.2,1.4,1.6,1.0,0.4,0.2,0.2,1.0,7.6
Cleveland Cavaliers,1629660.0,21.4,4.8,9.2,0.5342,2.4,4.2,0.5700000000000001,1.2,1.4,0.4,0.0,2.6,2.6,3.8,0.6,0.4,1.6,2.6,13.2
Cleveland Cavaliers,1627747.0,35.6,8.6,20.0,0.4398000000000001,2.0,6.6,0.3554,4.8,5.4,0.9454,0.8,5.2,6.0,8.2,1.8,0.4,3.6,2.8,24.0
Cleveland Cavaliers,1630241.0,8.2,1.0,2.6,0.42219999999999996,0.6,1.6,0.4,0.0,0.0,0.0,0.0,0.6,0.6,0.4,0.6,0.0,0.0,0.6,2.6
Cleveland Cavaliers,1629636.0,29.0,6.0,14.2,0.40800000000000003,1.6,5.6,0.2844,2.6,2.8,0.75,0.0,2.0,2.0,6.8,1.4,0.0,3.8,0.8,16.2
Cleveland Cavaliers,202684.0,27.6,2.2,5.0,0.5119999999999999,0.0,0.0,0.0,0.4,1.2,0.1,2.4,4.8,7.2,1.4,0.8,1.2,1.4,2.4,4.8
Cleveland Cavaliers,1627777.0,22.8,4.2,8.2,0.4788,2.8,5.6,0.45999999999999996,1.8,2.0,0.7,0.0,2.0,2.0,1.0,1.2,0.0,0.8,1.8,13.0
Cleveland Cavaliers,1627745.0,27.6,5.0,7.6,0.6421999999999999,0.2,0.6,0.2,1.6,2.4,0.3666,2.0,4.8,6.8,2.4,0.2,2.2,1.2,2.8,11.8
Cleveland Cavaliers,1628386.0,31.0,3.8,8.0,0.46720000000000006,0.2,0.8,0.2,2.6,4.2,0.47620000000000007,3.0,6.8,9.8,1.8,0.2,0.8,1.6,1.0,10.4
Cleveland Cavaliers,1629731.0,33.0,3.6,8.2,0.3424,2.0,5.2,0.29700000000000004,1.4,1.8,0.45999999999999996,1.2,5.6,6.8,1.6,1.8,0.0,1.2,3.2,10.6
Cleveland Cavaliers,1630171.0,36.8,6.4,16.8,0.381,1.4,6.4,0.1722,2.6,3.8,0.75,1.2,4.0,5.2,3.2,0.2,0.2,1.6,3.2,16.8
Cleveland Cavaliers,1628378.0,32.2,10.8,23.8,0.458,3.0,9.4,0.3224,8.4,9.6,0.8764,0.8,3.0,3.8,3.8,0.8,0.4,2.6,2.0,33.0
New Orleans Pelicans,1629627.0,36.2,10.8,19.8,0.5532,0.0,0.6,0.0,6.4,9.0,0.7332,4.0,3.8,7.8,4.4,1.6,0.6,4.0,1.0,28.0
New Orleans Pelicans,203468.0,35.2,10.0,19.2,0.52,4.4,8.6,0.49779999999999996,2.0,2.8,0.5,0.6,2.4,3.0,4.8,0.6,0.2,1.6,1.2,26.4
New Orleans Pelicans,1630230.0,31.8,5.8,12.8,0.45380000000000004,1.4,3.8,0.33999999999999997,2.0,2.6,0.6,1.4,6.0,7.4,3.2,1.0,0.2,2.8,2.8,15.0
New Orleans Pelicans,1627742.0,33.2,7.0,17.0,0.4046,2.2,6.0,0.356,3.2,4.2,0.65,0.6,3.6,4.2,4.6,0.8,0.0,2.8,2.2,19.4
New Orleans Pelicans,202685.0,32.8,9.4,12.8,0.74,0.0,0.2,0.0,3.2,3.6,0.6666000000000001,4.2,11.2,15.4,1.8,0.4,2.4,1.4,2.8,22.0
New Orleans Pelicans,1626204.0,24.6,2.4,5.8,0.438,1.0,3.2,0.32999999999999996,0.2,0.8,0.1,0.8,4.8,5.6,3.0,1.0,0.0,1.8,1.8,6.0
New Orleans Pelicans,203469.0,27.0,5.0,7.8,0.6317999999999999,0.0,0.0,0.0,2.6,3.4,0.6094,2.6,5.2,7.8,2.0,0.6,0.2,1.6,3.2,12.6
Chicago Bulls,1629632.0,35.0,5.6,13.6,0.3996,3.4,8.8,0.3718,0.6,0.8,0.15,0.4,4.4,4.8,5.6,0.6,0.2,2.0,2.6,15.2
Chicago Bulls,1628366.0,34.0,5.8,16.0,0.3956,3.6,9.6,0.46420000000000006,1.2,1.6,0.3,1.0,5.2,6.2,4.8,1.2,0.4,3.0,1.4,16.4
Chicago Bulls,203083.0,25.6,5.4,10.2,0.5024,0.0,0.0,0.0,2.4,4.4,0.5808,4.8,8.4,13.2,1.4,0.4,1.4,1.6,3.0,13.2
Chicago Bulls,1628975.0,16.2,2.8,6.2,0.5818,1.0,2.8,0.5134000000000001,0.2,0.2,0.2,0.6,2.2,2.8,1.8,0.6,0.0,0.4,0.6,6.8
Chicago Bulls,1627936.0,24.4,4.2,8.8,0.384,1.0,2.4,0.3832,1.0,1.8,0.3,0.6,2.2,2.8,4.8,1.0,0.2,2.0,2.6,10.4
Chicago Bulls,203897.0,33.6,9.6,18.6,0.5172,3.6,8.0,0.45640000000000003,3.8,4.4,0.7093999999999999,0.8,3.0,3.8,2.6,0.6,0.0,2.0,2.8,26.6
Chicago Bulls,202696.0,33.2,7.4,19.6,0.365,1.4,6.8,0.22880000000000003,0.8,0.8,0.4,2.2,11.6,13.8,5.4,0.4,0.6,1.8,2.6,17.0
Chicago Bulls,201942.0,30.6,8.4,15.6,0.5398,0.2,0.2,0.2,5.8,7.0,0.8198000000000001,0.2,3.4,3.6,4.0,0.8,0.0,2.6,2.2,22.8
Chicago Bulls,1628470.0,19.0,3.2,6.0,0.5376000000000001,1.2,2.8,0.4168,0.8,0.8,0.4,1.2,3.6,4.8,1.6,0.6,0.6,0.2,2.4,8.4
Chicago Bulls,1630172.0,25.4,4.0,7.2,0.6035999999999999,1.0,2.0,0.4166,1.6,2.2,0.45,1.6,2.4,4.0,0.8,1.0,1.0,1.6,1.2,10.6
Dallas Mavericks,203957.0,20.6,1.6,4.6,0.275,0.4,2.0,0.13340000000000002,0.2,0.4,0.1,0.4,2.4,2.8,1.8,0.8,0.4,1.4,1.6,3.8
Dallas Mavericks,1629684.0,21.0,3.0,6.0,0.49060000000000004,0.8,1.8,0.3,0.8,1.4,0.5,1.0,2.8,3.8,1.6,0.4,0.4,0.8,3.0,7.6
Dallas Mavericks,203939.0,24.4,3.0,4.0,0.75,0.0,0.0,0.0,1.8,2.2,0.5,2.0,3.8,5.8,3.0,0.4,1.4,1.2,2.8,7.8
Dallas Mavericks,1630182.0,16.2,1.8,3.8,0.55,0.2,0.8,0.1,0.4,1.2,0.1666,0.8,1.6,2.4,1.4,0.2,0.0,0.0,2.2,4.2
Dallas Mavericks,203501.0,26.6,6.2,12.0,0.5196,3.2,7.6,0.44560000000000005,3.0,3.0,0.8,0.2,2.2,2.4,3.0,0.6,0.2,0.6,1.2,18.6
Dallas Mavericks,202681.0,31.6,9.6,17.0,0.5588,4.0,7.0,0.6275999999999999,2.4,2.6,0.7666000000000001,0.0,3.2,3.2,3.0,1.8,1.4,1.2,2.8,25.6
Dallas Mavericks,1626158.0,25.2,5.0,8.6,0.5546,0.0,0.0,0.0,1.6,1.8,0.7666000000000001,0.8,3.4,4.2,2.0,1.0,1.6,0.8,3.0,11.6
Dallas Mavericks,203552.0,27.4,4.8,8.8,0.5422,3.0,5.6,0.5458,0.4,0.6,0.2,0.0,3.8,3.8,2.8,0.6,0.0,0.8,2.4,13.0
Dallas Mavericks,1628467.0,23.4,2.4,5.8,0.42460000000000003,1.8,5.0,0.3564,0.4,0.4,0.2,1.2,3.0,4.2,1.4,0.0,0.4,0.2,0.6,7.0
Dallas Mavericks,1627884.0,11.8,1.4,2.2,0.4,0.0,0.6,0.0,0.8,1.0,0.3,0.2,0.6,0.8,0.8,0.2,0.2,0.6,2.2,3.6
Dallas Mavericks,1629029.0,26.8,6.8,16.6,0.40700000000000003,2.0,7.2,0.1756,4.0,4.6,0.9027999999999998,0.8,6.0,6.8,7.0,0.8,0.2,3.0,1.8,19.6
Dallas Mavericks,202693.0,14.8,1.6,5.6,0.19,0.6,2.0,0.1666,0.6,1.2,0.3,0.6,2.8,3.4,1.8,0.4,0.0,0.6,1.4,4.4
Denver Nuggets,1629008.0,29.0,7.8,14.6,0.4976,4.0,8.4,0.4574,1.8,1.8,0.4,1.0,4.0,5.0,1.4,1.4,0.0,2.0,2.0,21.4
Denver Nuggets,203484.0,32.6,3.8,7.8,0.5182,2.4,5.6,0.522,1.6,1.6,0.6,0.6,2.2,2.8,3.6,1.6,0.6,1.0,2.4,11.6
Denver Nuggets,201599.0,17.2,2.0,3.6,0.36419999999999997,0.0,0.0,0.0,1.2,2.6,0.4,3.0,5.2,8.2,1.0,0.2,0.4,1.2,1.4,5.2
Denver Nuggets,202704.0,22.0,3.8,8.0,0.4683999999999999,2.4,6.2,0.38339999999999996,0.6,0.6,0.4,0.0,2.4,2.4,1.4,0.4,0.2,1.0,1.0,10.6
Denver Nuggets,203200.0,32.6,5.0,9.8,0.4974,3.4,7.2,0.44400000000000006,1.0,1.4,0.43339999999999995,0.4,3.4,3.8,1.6,0.0,1.0,0.8,2.2,14.4
Denver Nuggets,203999.0,29.0,9.4,17.2,0.5492,0.0,2.6,0.0,7.4,7.8,0.9596,3.0,7.0,10.0,5.8,0.4,0.2,2.2,2.4,26.2
Denver Nuggets,1630192.0,8.8,1.2,2.6,0.38580000000000003,0.8,1.4,0.3,0.0,0.0,0.0,0.2,1.6,1.8,0.8,0.4,0.0,0.0,0.6,3.2
Denver Nuggets,1627750.0,35.6,8.0,17.2,0.4716,2.6,7.0,0.3476,3.2,3.4,0.9334,0.8,4.2,5.0,3.6,1.8,0.4,2.2,1.2,21.8
Denver Nuggets,1628427.0,18.0,2.6,5.0,0.4006,0.6,1.8,0.15,0.6,1.0,0.4,0.6,1.8,2.4,0.8,0.4,0.0,0.4,0.8,6.4
Denver Nuggets,203932.0,24.6,4.0,8.6,0.3954,0.4,2.2,0.2,0.4,0.6,0.2,1.6,2.8,4.4,1.8,0.8,0.0,0.8,0.8,8.8
Golden State Warriors,1627780.0,4.4,1.2,1.2,0.6,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.8,0.8,0.2,0.2,0.0,0.0,0.4,2.6
Golden State Warriors,202709.0,27.6,5.4,10.4,0.5304,1.0,2.6,0.3,1.0,1.0,0.6,0.4,2.4,2.8,5.4,1.0,0.6,1.8,2.4,12.8
Golden State Warriors,101108.0,30.8,7.8,13.0,0.6044,1.6,3.2,0.5906,2.0,2.2,0.75,0.0,3.6,3.6,9.6,1.2,0.4,2.2,3.2,19.2
Golden State Warriors,1626172.0,26.2,1.8,3.6,0.5034000000000001,0.0,0.0,0.0,1.2,2.0,0.45,2.6,7.6,10.2,2.4,0.0,0.2,0.6,3.2,4.8
Golden State Warriors,1629010.0,17.0,1.2,5.6,0.1048,0.4,2.2,0.05,0.2,0.6,0.0666,0.4,0.6,1.0,1.4,1.2,0.8,1.6,2.0,3.0
Golden State Warriors,203967.0,19.0,2.8,7.2,0.3082,0.4,2.0,0.1166,2.4,3.0,0.5,0.6,2.8,3.4,1.2,1.0,0.0,0.8,1.8,8.4
Golden State Warriors,203952.0,33.8,9.4,18.0,0.5182,1.6,4.6,0.4232,1.4,2.0,0.7333999999999999,2.4,4.0,6.4,2.4,0.6,0.4,1.4,2.8,21.8
Golden State Warriors,203110.0,34.8,4.0,7.4,0.5334,1.0,2.2,0.3166,2.4,2.6,0.9,0.8,6.8,7.6,10.4,1.8,0.6,2.4,1.8,11.4
Golden State Warriors,201939.0,34.8,11.8,26.0,0.45280000000000004,6.0,16.0,0.3434,7.6,8.2,0.9214,0.4,4.2,4.6,6.0,1.2,0.2,3.4,1.8,37.2
Houston Rockets,1628988.0,24.6,3.2,7.6,0.385,0.8,2.4,0.3666,1.2,1.6,0.6,0.8,1.4,2.2,3.6,1.2,0.4,1.8,1.0,8.4
Houston Rockets,203506.0,30.4,5.0,11.6,0.42700000000000005,1.6,5.0,0.3168,2.6,3.8,0.7,0.6,3.2,3.8,4.0,1.8,0.6,3.2,3.4,14.2
Houston Rockets,1627832.0,40.0,7.0,20.2,0.3344,3.4,10.8,0.30079999999999996,2.2,2.6,0.6334,0.8,4.2,5.0,7.2,1.4,0.2,1.2,1.2,19.6
Houston Rockets,1630256.0,26.6,4.8,11.2,0.45600000000000007,1.6,4.0,0.45339999999999997,2.4,3.6,0.55,1.6,3.6,5.2,5.2,0.2,0.4,2.4,3.2,13.6
Houston Rockets,1628415.0,33.4,8.4,19.0,0.4412,1.8,5.8,0.3202,2.8,4.0,0.7096,1.0,2.4,3.4,3.4,1.4,0.8,1.2,3.2,21.4
Houston Rockets,1630207.0,6.8,1.2,3.8,0.27,0.6,2.2,0.2,0.6,0.8,0.3,0.0,0.6,0.6,0.6,0.4,0.2,0.0,1.0,3.6
Houston Rockets,203493.0,41.0,5.0,11.2,0.4386,3.4,8.2,0.3988,0.6,0.6,0.2,0.2,4.2,4.4,1.8,1.2,0.4,0.6,2.2,14.0
Houston Rockets,201145.0,21.8,5.6,8.4,0.6918,2.8,4.6,0.6238,1.4,1.6,0.7,0.6,2.6,3.2,0.6,0.2,0.4,1.2,1.4,15.4
Houston Rockets,1626246.0,3.8,1.0,1.8,0.35,0.2,0.4,0.2,0.6,0.8,0.15,0.4,0.8,1.2,0.2,0.0,0.0,0.4,0.0,2.8
Los Angeles Clippers,201566.0,40.8,9.2,21.8,0.4192,2.6,7.2,0.3504,6.8,8.4,0.8278000000000001,1.6,11.2,12.8,15.6,1.6,0.4,3.6,3.4,27.8
Los Angeles Clippers,201935.0,24.4,4.8,9.6,0.438,1.6,3.8,0.3166,4.4,5.4,0.5046,0.2,6.2,6.4,8.0,0.8,1.0,2.6,1.2,15.6
Los Angeles Clippers,202695.0,32.0,5.4,12.0,0.4892,1.8,4.4,0.3554,6.0,6.4,0.9266,0.2,4.8,5.0,5.6,0.8,0.2,2.6,1.0,18.6
Los Angeles Clippers,1629599.0,15.4,1.4,4.0,0.20220000000000002,0.6,1.8,0.27999999999999997,2.6,3.0,0.538,0.4,1.2,1.6,1.0,0.2,0.0,0.4,2.4,6.0
Los Angeles Clippers,1628464.0,29.0,3.6,7.8,0.49660000000000004,1.0,2.4,0.4666,1.6,2.0,0.8,2.6,4.6,7.2,1.4,1.6,0.6,1.2,2.6,9.8
Los Angeles Clippers,202331.0,35.0,7.2,16.4,0.45359999999999995,2.8,8.6,0.34299999999999997,2.8,3.4,0.6266,0.6,7.0,7.6,4.6,0.4,0.4,3.6,2.6,20.0
Los Angeles Clippers,1629611.0,11.6,3.6,4.4,0.595,0.4,0.8,0.3,2.0,2.2,0.5599999999999999,0.4,1.6,2.0,0.8,0.2,0.0,0.2,1.0,9.6
